,Movie_Titles,genres,Cast
200,Uncut Gems,"['Drama', 'Mystery', 'Thriller', 'Comedy', 'Crime']","['Kevin Garnett', 'Habtunu Africho', 'Adam Sandler', 'Jacob Igielski', 'Keith Williams Richards', 'Sean Ringgold', 'Liang Wei-Hei Duncan', 'Ca$h Out', 'Louis Anthony Arias', 'The Weeknd', 'Tommy Kominik', 'Sunny Wu Jin Zahoo', 'Noa Fisher', 'Andrea Linsky', 'Roman Persits', 'Mesfin Lamengo', 'Lakeith Stanfield', 'Deneke Muhugeta', 'Maksud Agadjani', 'Warren Finkelstein', 'Suin Zhi Hua-Hilton', 'Eric Bogosian', 'Paloma Elsesser', 'Idina Menzel', 'Julia Fox', 'Jonathan Aranbayev']"
201,Waltz with Bashir,"['Biography', 'Drama', 'War', 'Animation']","['Zahava Solomon', 'Ori Sivan', 'Yehezkel Lazarov', 'Ari Folman', 'Gadi Erel', 'Shahar Sorek', 'Ronny Dayag', 'Mickey Leon', 'Dror Harazi', 'Ron Ben-Yishai']"
202,EX LIBRIS: The New York Public Library,['Documentary'],[]
203,They Shall Not Grow Old,"['History', 'War', 'Documentary']",[]
204,Secrets & Lies,"['Drama', 'Comedy']","['Brian Bovell', 'Phyllis Logan', 'Michele Austin', 'Elias Perkins McCook', 'Ron Cook', 'Claire Perkins', 'Emma Amos', 'Marianne Jean-Baptiste', 'Timothy Spall', 'Elizabeth Berrington', 'Lesley Manville', 'Trevor Laird', 'Claire Rushbrook', 'Brenda Blethyn', 'Lee Ross']"
205,Patton,"['Biography', 'Drama', 'War']","['Karl Michael Vogler', 'Michael Strong', 'Pat Zurica', 'George C. Scott', 'Karl Malden', 'James Edwards', 'Stephen Young', 'Albert Dumortier', 'Bill Hickman', 'Carey Loftin', 'Frank Latimore', 'Morgan Paull', 'John Barrie', 'Lawrence Dobkin', 'David Bauer']"
206,The Favourite,"['Biography', 'Drama', 'History', 'Comedy']","['Tim Ingall', 'Basil Eidenbenz', 'Edward Aczel', 'Olivia Colman', 'Jennifer White', 'John Locke', 'Mark Gatiss', 'Paul Swaine', 'James Smith', 'Horatio', 'Joe Alwyn', 'Emma Stone', 'LillyRose Stevens', 'Jenny Rainsford', 'Hannah Morley', 'Rachel Weisz', 'James Melville', 'Emma Delves', 'Denise Mack', 'Carolyn Saint-Pé', 'Faye Daveney', 'Willem Dalby', 'Timothy Innes', 'Wilson Radjou-Pujalte', 'Jack Veal', 'Isaura Barbé-Brown', 'Nicholas Hoult']"
207,The Sweet Hereafter,['Drama'],"['Alberta Watson', 'David Hemblen', 'Earl Pastko', 'Caerthan Banks', 'Gabrielle Rose', 'Stephanie Morgenstern', 'Ian Holm', 'Kirsten Kieferle', 'Maury Chaykin', 'Simon Baker', 'Arsinée Khanjian', 'Sarah Rosen Fruitman', 'Tom McCamus', 'Sarah Polley', 'Bruce Greenwood']"
208,The Right Stuff,"['Adventure', 'Biography', 'Drama', 'History']","['Pamela Reed', 'Dennis Quaid', 'Charles Frank', 'Scott Paulin', 'Mary Jo Deschanel', 'Levon Helm', 'Sam Shepard', 'Scott Glenn', 'Kim Stanley', 'Barbara Hershey', 'Veronica Cartwright', 'Lance Henriksen', 'Fred Ward', 'Ed Harris', 'Donald Moffat']"
209,Bambi,"['Drama', 'Animation', 'Family']","['Stan Alexander', 'Sam Edwards', 'Marion Darlington', 'Bobette Audrey', 'Ann Gillis', 'Tim Davis', 'Donnie Dunagan', 'Jeanne Christy', 'Janet Chapman', 'Otis Harlan', 'Hardie Albright', 'Eddie Holden', 'Peter Behn', 'Dolyn Bramston Cook', 'Thelma Boardman']"
210,Bringing Up Baby,"['Comedy', 'Romance', 'Family']","['John Kelly', 'Asta', 'Leona Roberts', 'Adeline Ashbury', 'Walter Catlett', 'Ruth Adler', 'Tala Birell', 'Katharine Hepburn', 'Barry Fitzgerald', 'May Robson', 'George Irving', 'Cary Grant', 'Charles Ruggles', 'Fritz Feld', 'Virginia Walker']"
211,No Country for Old Men,"['Drama', 'Thriller', 'Crime', 'Western']","['Javier Bardem', 'Tess Harper', 'Kelly Macdonald', 'Stephen Root', 'Zach Hopkins', 'Barry Corbin', 'Josh Brolin', 'Chip Love', 'Tommy Lee Jones', 'Woody Harrelson', 'Beth Grant', 'Kit Gwin', 'Garret Dillahunt', 'Ana Reeder', 'Rodger Boyce']"
212,The Gatekeepers,['Documentary'],"['Yuval Diskin', 'Avi Dichter', 'Ami Ayalon', 'Yaakov Peri', 'Carmi Gillon', 'Avraham Shalom']"
213,Nostalgia for the Light,"['Drama', 'Documentary']","['Víctor González', 'Gaspar Galaz', 'Miguel Lawner', 'Vicky Saaveda', 'Valentina Rodríguez', 'George Preston', 'Violeta Berrios', 'Lautaro Núñez', 'Luís Henríquez']"
214,David Copperfield,"['Adventure', 'Drama', 'Romance']","['Violet Kemble Cooper', 'John Buckler', 'Freddie Bartholomew', 'Fay Chaldecott', 'Hugh Walpole', 'Edna May Oliver', 'Jessie Ralph', 'Basil Rathbone', 'Herbert Mundin', 'Elizabeth Allan', 'Harry Beresford', 'Lionel Barrymore', 'Elsa Lanchester', 'Jean Cadell', ""Una O'Connor""]"
215,Saving Private Ryan,"['Action', 'Drama', 'War']","['Dylan Bruno', 'Giovanni Ribisi', 'Joerg Stadler', 'Adam Goldberg', 'Paul Giamatti', 'Matt Damon', 'Max Martini', 'Dennis Farina', 'Tom Hanks', 'Tom Sizemore', 'Ted Danson', 'Jeremy Davies', 'Barry Pepper', 'Edward Burns', 'Vin Diesel']"
216,Ben-Hur,"['Adventure', 'Drama', 'History', 'War']","['Hugh Griffith', 'Bruno Arié', 'George Relph', 'Stephen Boyd', 'Fortunato Arena', 'Terence Longdon', 'Martha Scott', 'André Morell', 'Charlton Heston', ""Cathy O'Donnell"", 'Finlay Currie', 'Haya Harareet', 'Jack Hawkins', 'Frank Thring', 'Sam Jaffe']"
217,After Hours,"['Thriller', 'Comedy']","[""Catherine O'Hara"", 'Tommy Chong', 'Larry Block', 'Robert Plunket', 'John Heard', 'Cheech Marin', 'Griffin Dunne', 'Linda Fiorentino', 'Will Patton', 'Dick Miller', 'Rosanna Arquette', 'Teri Garr', 'Verna Bloom', 'Rocco Sisto', 'Bronson Pinchot']"
218,The Crying Game,"['Thriller', 'Romance', 'Crime']","['Joe Savino', 'Breffni McKenna', 'Adrian Dunbar', 'Shar Campbell', 'Stephen Rea', 'Jack Carr', 'Jim Broadbent', 'Josephine White', 'Forest Whitaker', 'Ralph Brown', 'Tony Slattery', 'Jaye Davidson', 'Miranda Richardson', 'Birdy Sweeney', 'Andrée Bernard']"
219,Great Expectations,"['Adventure', 'Drama', 'Mystery', 'Romance']","['Tony Wager', 'Valerie Hobson', 'Eileen Erskine', 'Ivor Barnard', 'John Forrest', 'Francis L. Sullivan', 'Freda Jackson', 'George Hayes', 'Jean Simmons', 'John Mills', 'Alec Guinness', 'Finlay Currie', 'Martita Hunt', 'Hay Petrie', 'Bernard Miles']"
220,Burning,"['Drama', 'Mystery']","['Jong-seo Jeon', 'Ja-Yeon Ok', 'Seok-Chan Jeon', 'Seung-ho Choi', 'Seong-kun Mun', 'Bong-ryeon Lee', 'Joong-ok Lee', 'Hye-ra Ban', 'Moon Sung-Keun', 'Soo-Kyung Kim', 'Steven Yeun', 'Wonhyeong Jang', 'Bok-gi Min', 'Mi-Kyung Cha', 'Ah In Yoo', 'Soo-Jeong Lee']"
221,Winter's Bone,"['Drama', 'Thriller']","['William White', 'Tate Taylor', 'Dale Dickey', 'Isaiah Stone', 'Jennifer Lawrence', 'Valerie Richards', 'Lauren Sweetser', 'Shelley Waggener', 'John Hawkes', 'Casey MacLaren', 'Cody Brown', 'Kevin Breznahan', 'Ashlee Thompson', 'Garret Dillahunt', 'Beth Domann']"
222,Gett: The Trial of Viviane Amsalem,['Drama'],"['David Ohayon', 'Eli Gornstein', 'Dalia Beger', 'Evelin Hagoel', 'Gabi Amrani', 'Keren Mor', 'Roberto Pollack', 'Sasson Gabai', 'Simon Abkarian', 'Abraham Celektar', 'Menashe Noy', 'Albert Iluz', 'Shmil Ben Ari', 'Ronit Elkabetz', 'Rami Danon']"
223,Flee,"['Animation', 'Documentary']","['Vadim Nedaskovskij', 'Georg Jagunov', 'Ditte Graa Wulff', 'Elaha Faiz', 'Mikhail Belinson', 'Denis Rivin', 'Navid Nazir', 'Daniel Karimyar', 'Milad Eskandari', 'Rashid Aitouganov', 'Hafiz Højmark', 'Sadia Faiz', 'Fardin Mijdzadeh', 'Belal Faiz', 'Viktor Melnikov', 'Zahra Mehrwarz']"
224,I Called Him Morgan,"['Drama', 'History', 'Music', 'Documentary']","['Bennie Maupin', 'Billy Harper', 'Lena Sherrod', 'Jymie Merritt', 'Larry Reni Thomas', 'Paul West', 'Helen Morgan', 'Charli Persip', 'Larry Ridley', 'Ron St. Clair', 'Lee Morgan', 'Wayne Shorter', 'Al Harrison', 'Albert Tootie Heath', 'Judith Johnson']"
225,Close Encounters of the Third Kind,"['Adventure', 'Sci-Fi', 'Drama']","['Melinda Dillon', 'Richard Dreyfuss', 'Merrill Connally', 'J. Patrick McNamara', 'Bob Balaban', 'François Truffaut', 'Adrienne Campbell', 'Philip Dodds', 'Teri Garr', 'Roberts Blossom', 'Justin Dreyfuss', 'Lance Henriksen', 'Warren J. Kemmerling', 'Shawn Bishop', 'Cary Guffey']"
226,The Godfather: Part II,"['Drama', 'Thriller', 'Crime']","['Bruno Kirby', 'Lee Strasberg', 'Gastone Moschin', 'Michael V. Gazzo', 'Robert Duvall', 'Francesca De Sapio', 'Robert De Niro', 'Tom Rosqui', 'Talia Shire', 'G.D. Spradlin', 'John Cazale', 'Al Pacino', 'Frank Sivero', 'Richard Bright', 'Diane Keaton']"
227,The Hustler,"['Drama', 'Sport']","['Alexander Rose', 'Michael Constantine', 'Clifford A. Pellow', 'Carolyn Coates', 'Murray Hamilton', 'Paul Newman', 'Vincent Gardenia', 'Stefan Gierasch', 'Piper Laurie', 'Jackie Gleason', 'Myron McCormick', 'Jake LaMotta', 'George C. Scott', 'Carl York', 'Gordon B. Clarke']"
228,L.A. Confidential,"['Drama', 'Mystery', 'Thriller', 'Crime']","['Kevin Spacey', 'Sandra Taylor', 'Paolo Seganti', 'Paul Guilfoyle', 'Russell Crowe', 'Steve Rankin', 'Matt McCoy', 'James Cromwell', 'Ron Rifkin', 'Guy Pearce', 'Kim Basinger', 'David Strathairn', 'Graham Beckel', 'Danny DeVito', 'Elisabeth Granli']"
229,Licorice Pizza,"['Drama', 'Comedy']","['Grace Kennedy-Piehl', 'Joseph Cross', 'Jeff Willy', 'Bradley Cooper', 'Sean Penn', 'Craig Stark', 'Anthony Molinari', 'Mary Elizabeth Ellis', 'Charlotte Townsend', 'Ben Safdie', 'Maya Rudolph', 'Emily Althaus', 'Ben Stiller', 'Nate Mann', 'Louis Delavenne', 'Alana Haim', 'Bottara Angele', 'Fatimah Hassan', 'Zoe McLane', 'John C. Reilly', 'Emma Dumont', 'Tom Waits', 'Skyler Gisondo', 'Cooper Hoffman', ""Deana Molle'""]"
230,Bloody Sunday,"['Drama', 'History', 'War']","['Jason Stammers', 'Declan Duddy', 'Mary Moulds', 'Tim Pigott-Smith', 'Edel Frazer', 'Carmel McCallion', 'Christopher Villiers', 'James Hewitt', 'Gerard Crossan', 'Joanne Lindsay', 'James Nesbitt', 'Mike Edwards', 'Allan Gildea', 'Nicholas Farrell', 'Gerry Hammond']"
231,My Voyage to Italy,['Documentary'],['Martin Scorsese']
232,Phantom Thread,"['Drama', 'Romance', 'Crime']","['Sue Clark', 'Maryanne Frost', 'Bern Collaco', 'Elli Banks', 'Jason Redshaw', 'Cedric Tylleman', 'Darren Talbot', 'Daniel Day-Lewis', 'Camilla Rutherford', 'Kelly Schembri', 'Harriet Leitch', 'Gino Picciano', 'Ingrid Sophie Schram', 'Joseph Callaghan', 'Sarah Lamesch', 'Paul Carolan', 'Jane Perry', 'Lujza Richter', 'Rebecca McSwan', 'Richard Graham', 'Pip Phillips', 'Geneva Corlett', 'Joan Brown', 'Jack Gordon', 'Fraser Delaney', 'Vicky Krieps', 'Alexandra Moloney', 'David Charles-Cully', 'Colin Wigglesworth', 'Dave Simon', 'Cris Haris', 'Martin Dew', 'Calum Delaney', 'Neil Broome', 'Niki Angus-Campbell', 'Juliet Glaves', 'Dinah Nicholson', 'Caroline Garnell', 'Michael Gabbitas', 'Andrew G. Ogleby', 'Lesley Manville', 'Julie Duck', 'Amber Brabant', 'Khristopher MacLeod', 'Amy Cunningham']"
233,Goodfellas,"['Biography', 'Drama', 'Crime']","['Ray Liotta', 'Paul Sorvino', 'Frank Vincent', 'Mike Starr', 'Charles Scorsese', 'Robert De Niro', 'Joe Pesci', 'Lorraine Bracco', 'Gina Mastrogiacomo', 'Chuck Low', 'Frank Sivero', 'Frank DiLeo', 'Catherine Scorsese', 'Henny Youngman', 'Tony Darrow']"
234,Drive My Car,['Drama'],"['Perry Dizon', 'Dae-Young Jin', 'Yoo-rim Park', 'Satoko Abe', 'Sonia Yuan', 'Masaki Okada', 'Ann Fite', 'Hidetoshi Nishijima', 'Reika Kirishima', 'Tôko Miura']"
235,Wojnarowicz,['Documentary'],"['Nan Goldin', 'Fran Lebowitz', 'David Wojnarowicz', 'Stephen Koch', 'Peter Hujar', 'Barry Blinderman', 'Kiki Smith', 'Richard Kern']"
236,Hamilton,"['Biography', 'Drama', 'History', 'Musical']","['Renee Goldsberry', 'Carleigh Bettiol', 'Thayne Jasperson', 'Ariana DeBose', 'Emmy Raver-Lampman', 'Chris Jackson', 'Lin-Manuel Miranda', 'Jonathan Groff', 'Sasha Hutchings', 'Leslie Odom Jr.', 'Phillipa Soo', 'Ephraim Sykes', 'Jon Rua', 'Neil Haskell', 'Daveed Diggs', 'Anthony Ramos', 'Jasmine Cephas Jones', 'Okieriete Onaodowan', 'Sydney James Harcourt', 'Hope Easterbrook']"
237,Paths of the Soul,['Drama'],[]
238,It's Such a Beautiful Day,"['Sci-Fi', 'Drama', 'Fantasy', 'Comedy', 'Animation']",['Don Hertzfeldt']
239,My Perestroika,"['Biography', 'History', 'Family', 'Documentary', 'News']",[]
240,This Is Not a Film,['Documentary'],['Jafar Panahi']
241,The Birds,"['Drama', 'Mystery', 'Horror', 'Romance']","['Ethel Griffies', 'Lonny Chapman', 'Charles McGraw', 'John McGovern', 'Suzanne Pleshette', 'Joe Mantell', 'Rod Taylor', 'Richard Deacon', 'Tippi Hedren', 'Jessica Tandy', 'Doodles Weaver', 'Karl Swenson', 'Ruth McDevitt', 'Veronica Cartwright', 'Malcolm Atterbury']"
242,To Have and Have Not,"['Adventure', 'Thriller', 'Comedy', 'Romance', 'War', 'Film-Noir']","['Sheldon Leonard', 'Walter Szurovy', 'Marcel Dalio', 'Aldo Nadi', 'Humphrey Bogart', 'Joy Barlow', 'Walter Brennan', 'Eugene Borden', 'Walter Sande', 'Juliette Ball', 'Hoagy Carmichael', 'Dolores Moran', 'Lauren Bacall', 'Audrey Armstrong', 'Dan Seymour']"
243,Finding Nemo,"['Adventure', 'Comedy', 'Animation', 'Family']","['Andrew Stanton', 'Albert Brooks', 'Ellen DeGeneres', 'Austin Pendleton', 'Elizabeth Perkins', 'Vicki Lewis', 'Stephen Root', 'Alexander Gould', 'Bob Peterson', 'Nicholas Bird', 'Allison Janney', 'Brad Garrett', 'Geoffrey Rush', 'Joe Ranft', 'Willem Dafoe']"
244,Topsy-Turvy,"['Biography', 'Drama', 'Comedy', 'Music']","['Wendy Nottingham', 'William Neenan', 'Dexter Fletcher', 'Kate Doherty', 'Geoffrey Hutchings', 'Sukie Smith', 'Timothy Spall', 'Stefan Bednarczyk', 'Martin Savage', 'Roger Heathcott', 'Jim Broadbent', 'Allan Corduner', 'Lesley Manville', 'Francis Lee', 'Adam Searle']"
245,Samurai Rebellion,['Drama'],"['Etsuko Ichihara', 'Emi Yamada', 'G', 'Isao Yamagata', 'Yôko Tsukasa', 'Takamaru Sasaki', 'Masao Mishima', 'Hideo Fukuhara', 'Shigeru K', 'Michiko Ôtsuka', 'Jun Hamamura', 'Tatsuya Nakadai', 'Toshirô Mifune', 'Tatsuyoshi Ehara', 'Tatsuo Matsumura']"
246,King Kong,"['Adventure', 'Sci-Fi', 'Horror']","['Walter Ackerman', 'Fay Wray', 'King Kong', 'Frank Reicher', 'Van Alder', 'Noble Johnson', 'James Adamson', 'Ed Allen', 'Sam Hardy', 'Etta Mae Allen', 'Frank Angel', 'Bruce Cabot', 'Steve Clemente', 'Robert Armstrong', 'James Flavin']"
247,The Incredibles,"['Action', 'Adventure', 'Animation', 'Family']","['Craig T. Nelson', 'Eli Fucile', 'Spencer Fox', 'Lou Romano', 'Samuel L. Jackson', 'Dominique Louis', 'Jean Sincere', 'Michael Bird', 'Jason Lee', 'Holly Hunter', 'Sarah Vowell', 'Wallace Shawn', 'Teddy Newton', 'Maeve Andrews', 'Wayne Canney']"
248,Before Sunset,"['Drama', 'Romance']","['Rodolphe Pauly', 'Julie Delpy', 'Diabolo', 'Albert Delpy', 'Ethan Hawke', 'Marie Pillet', 'Denis Evrard', 'Louise Lemoine Torres', 'Mariane Plasteig', 'Vernon Dobtcheff']"
249,Being John Malkovich,"['Drama', 'Fantasy', 'Comedy', 'Romance']","['Orson Bean', 'Byrne Piven', 'John Cusack', 'Reginald C. Hayes', 'Kevin Carroll', 'Cameron Diaz', 'Octavia Spencer', 'Ned Bellamy', 'Catherine Keener', 'John Malkovich', 'Mary Kay Place', 'Judith Wetzell', 'Madison Lanc', 'Eric Weinstein', 'K.K. Dodds']"
250,A Prophet,"['Drama', 'Crime']","['Gilles Cohen', 'Pierre Leccia', 'Antoine Basler', 'Frédéric Graziani', 'Leïla Bekhti', 'Reda Kateb', 'Foued Nassah', 'Jean-Emmanuel Pagni', 'Tahar Rahim', 'Hichem Yacoubi', 'Jean-Philippe Ricci', 'Adel Bencherif', 'Slimane Dazi', 'Rabah Loucif', 'Niels Arestrup']"
251,Hard to Be a God,"['Sci-Fi', 'Drama']","['Natalya Moteva', 'Aleksandr Chutko', 'Algimantas Maceina', 'Oleg Botin', 'Remigijus Bilinskas', 'Evgeniy Gerchakov', 'Juris Laucinsh', 'Yuriy Tsurilo', 'Laura Lauri', 'Igor Volkov', 'Dmitriy Vladimirov', 'Pyotr Merkurev', 'Leonid Yarmolnik', 'Aleksandr Ilin']"
252,Almost Famous,"['Drama', 'Music']","['Jimmy Fallon', 'Philip Seymour Hoffman', 'Noah Taylor', 'Anna Paquin', 'Zooey Deschanel', 'Liz Stauber', 'Frances McDormand', 'Michael Angarano', 'Billy Crudup', 'Jason Lee', 'Kate Hudson', 'Mark Kozelek', 'John Fedevich', 'Fairuza Balk', 'Patrick Fugit']"
253,Paths of Glory,"['Drama', 'War']","['Jerry Hausner', 'Richard Anderson', 'Kirk Douglas', 'George Macready', 'Kem Dibbs', 'Peter Capell', 'Wayne Morris', 'Bert Freed', 'Emile Meyer', 'Timothy Carey', 'Ralph Meeker', 'Adolphe Menjou', 'Joe Turkel', 'Fred Bell', 'Christiane Kubrick']"
254,Cold War,"['Drama', 'Romance', 'Music']","['Tomasz Kot', 'Aleksandra Kacprzak', 'Agata Kulesza', 'Martin Budny', 'Drazen Sivak', 'Joanna Kulig', 'Giorgio Rayzacher', 'Cédric Kahn', 'Slavko Sobin', 'Adam Ferency', 'Philip Lenkowsky', 'Jeanne Balibar', 'Tomasz Markiewicz', 'Aloïse Sauvage', 'Borys Szyc', 'Adam Szyszkowski', 'Izabela Andrzejak', 'Anna Zagórska', 'Adam Woronowicz']"
255,Big Men,['Documentary'],[]
256,American Splendor,"['Biography', 'Drama', 'Comedy']","['Harvey Pekar', 'Larry John Meyers', 'Daniel Tay', 'Joey Krajcar', 'Earl Billings', 'Cameron Carter', 'Danny Hoch', 'Josh Hutcherson', 'Mary Faktor', 'Vivienne Benesch', 'Chris Ambrose', 'Barbara Brown', 'James Urbaniak', 'Shari Springer Berman', 'Paul Giamatti']"
257,Hannah and Her Sisters,"['Drama', 'Comedy', 'Romance']","['Mia Farrow', 'Christian Clemenson', 'J.T. Walsh', 'John Turturro', 'Julie Kavner', 'Lloyd Nolan', 'Woody Allen', 'Carrie Fisher', 'Dianne Wiest', 'Michael Caine', 'Barbara Hershey', 'Lewis Black', 'Max von Sydow', ""Maureen O'Sullivan"", 'Julia Louis-Dreyfus']"
258,The Circus,"['Comedy', 'Romance']","['George Davis', 'Tiny Sandford', 'Henry Bergman', 'Heinie Conklin', 'Eugene Barry', 'Harry Crocker', 'Merna Kennedy', 'Stanley Blystone', 'Albert Austin', 'John Rand', 'Chester A. Bachman', 'Al Ernest Garcia', 'Charles Chaplin', 'Steve Murphy', 'Jack Bernard']"
259,The Tale,"['Drama', 'Mystery', 'Thriller']","['Tina Parker', 'John Heard', 'Laura Dern', 'Chelsea Alden', 'Matthew Rauch', 'Noah Lomax', 'Elizabeth Debicki', 'Thom Bishops', 'Frances Conroy', 'Jason Ritter', 'Gretchen Koerner', 'Madison David', 'Laura Allen', 'Jessica Sarah Flaum', 'Jaqueline Fleming', 'Isabelle Nélisse', 'Isabella Amara', 'Common', 'Ellen Burstyn', 'Emily Sandifer']"
260,Paterson,"['Drama', 'Comedy', 'Romance']","['Frank Harts', 'Nellie', 'Jaden Michael', 'Method Man', 'Owen Asztalos', 'Chasten Harmon', 'Luis Da Silva Jr.', 'Troy T. Parham', 'Helen-Jean Arthur', 'Trevor Parham', 'Dominic Liriano', 'Kacey Cockett', 'Adam Driver', 'Jared Gilman', 'Barry Shabaka Henley', 'Brian McCarthy', 'Joan Kendall', 'Rizwan Manji', 'Sterling Jerins', 'Johnnie Mae', 'William Jackson Harper', 'Golshifteh Farahani', 'Kara Hayward']"
261,Gosford Park,"['Drama', 'Mystery', 'Comedy']","['Jeremy Northam', 'Kristin Scott Thomas', 'Laurence Fox', 'Michael Gambon', 'Ryan Phillippe', 'Tom Hollander', 'Claudie Blakley', 'Camilla Rutherford', 'Maggie Smith', 'Geraldine Somerville', 'Natasha Wightman', 'James Wilby', 'Bob Balaban', 'Trent Ford', 'Charles Dance']"
262,The Fits,['Drama'],"['Antonio A.B. Grant Jr.', 'Lauren Gibson', 'Alexis Neblett', 'Makyla Burnam', ""Da'Sean Minor"", 'Royalty Hightower', 'Inayah Rodgers']"
263,Small Axe: Mangrove,['Drama'],"['Robert Jarvis', 'Letitia Wright', 'Joshua Viner', 'Malachi Kirby', 'Karl Farrer', 'Shaun Parkes', 'Jodhi May', 'Gary Beadle', 'Gershwyn Eustache Jnr', 'Jon Prophet', 'James Hillier', 'Sam Spruell', 'Rochenda Sandall', 'Jay Simpson', 'Michelle Greenidge']"
264,Mad Max: Fury Road,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']","['Abbey Lee', 'Melissa Jaffer', 'Riley Keough', 'Megan Gale', 'Nathan Jones', 'Mel Gibson', 'Coco Jack Gillies', 'Hugh Keays-Byrne', 'Iota', 'Angus Sampson', 'Richard Carter', 'Zoë Kravitz', 'Josh Helman', 'John Howard', 'Charlize Theron', 'Courtney Eaton', 'Debra Ades', 'Rosie Huntington-Whiteley', 'Tom Hardy', 'Richard Norton', 'Nicholas Hoult']"
265,United 93,"['Drama', 'History', 'Crime']","['Opal Alladin', 'Christian Clemenson', 'Susan Blommaert', 'Lorna Dallas', 'Trish Gates', 'Richard Bekins', 'Ray Charleson', 'Polly Adams', 'Liza Colón-Zayas', 'J.J. Johnson', 'David Alan Basche', 'Denny Dillon', 'Nancy McDoniel', 'Starla Benford', 'Gary Commock']"
266,Capturing the Friedmans,"['Biography', 'Mystery', 'Crime', 'Documentary']","['Judd Maltin', 'Anthony Sgeugloi', 'Ron Georgalis', 'Scott Banks', 'Arnold Friedman', 'David Friedman', 'Elaine Friedman', 'Chuck Scarborough', 'Abbey Boklan', 'Joseph Onorato', 'Frances Galasso', 'Jesse Friedman', 'John McDermott', 'Seth Friedman', 'Howard Friedman']"
267,The Truman Show,['Drama'],"['Blair Slater', 'Angel Schmiedt', 'Natascha McElhone', 'Peter Krause', 'Laura Linney', 'Brian Delate', 'Noah Emmerich', 'Fritz Dominique', 'Holland Taylor', 'Heidi Schanz', 'Judy Clayton', 'Ron Taylor', 'Ted Raymond', 'Don Taylor', 'Jim Carrey']"
268,American Hustle,"['Drama', 'History', 'Thriller', 'Crime']","['Saïd Taghmaoui', 'Bradley Cooper', 'Erica McDermott', 'Shea Whigham', 'David Boston', 'Anthony Zerbe', 'Amy Adams', 'Robert De Niro', 'Louis C.K.', 'Matthew Russell', 'Bo Cleary', 'Kenn Medeiros', 'Christian Bale', 'Alessandro Nivola', 'Paul Herman', 'Jennifer Lawrence', 'Adrian Martinez', 'Michael Peña', 'Thomas Matthews', 'Christy Scott Cashman', 'Jack Huston', 'Jeremy Renner', 'Elisabeth Röhm', 'Dawn Olivieri', 'Colleen Camp', 'Melissa McMeekin']"
269,Star Wars: Episode IV - A New Hope,"['Action', 'Adventure', 'Sci-Fi', 'Fantasy']","['Harrison Ford', 'Anthony Daniels', 'Peter Mayhew', 'Kenny Baker', 'James Earl Jones', 'Shelagh Fraser', 'Carrie Fisher', 'Eddie Byrne', 'Alex McCrindle', 'Alec Guinness', 'Mark Hamill', 'Jack Purvis', 'Peter Cushing', 'Phil Brown', 'David Prowse']"
270,Persepolis,"['Biography', 'Drama', 'War', 'Animation']","['Stéphane Foenkinos', 'Robert Barr', 'Gena Rowlands', 'Sean Penn', 'Arié Elmaleh', 'Adriana Anderson', 'Paul Bandey', 'Chiara Mastroianni', 'Danielle Darrieux', 'Tilly Mandelbrot', 'Lexie Kendrick', 'Gabrielle Lopes Benites', 'Simon Abkarian', 'Catherine Deneuve', 'Jean-François Gallotte', 'Sophie Arthuys', 'Mathias Mlekuz', 'Amethyste Frezignac', 'François Jerosme']"
271,The Age of Innocence,"['Drama', 'Romance']","['Stuart Wilson', 'Siân Phillips', 'Michelle Pfeiffer', 'Mary Beth Hurt', 'Robert Sean Leonard', 'Winona Ryder', 'Jonathan Pryce', 'Daniel Day-Lewis', 'Miriam Margolyes', 'Michael Gough', 'Richard E. Grant', 'Alec McCowen', 'Geraldine Chaplin', 'Joanne Woodward', 'Alexis Smith']"
272,Minding the Gap,['Documentary'],"['Bing Liu', 'Zack Mulligan', 'Kiere Johnson']"
273,The Best of Youth,"['Drama', 'Romance']","['Adriana Asti', 'Mario Schiano', 'Giovanni Scifoni', 'Maya Sansa', 'Michele Melega', 'Claudio Gioè', 'Paolo Bonanni', 'Valentina Carnelutti', 'Lidia Vitale', 'Sonia Bergamasco', 'Alessio Boni', 'Andrea Tidona', 'Jasmine Trinca', 'Fabrizio Gifuni', 'Luigi Lo Cascio']"
274,The Overnighters,"['Drama', 'Documentary']","['Keegan Edwards', 'Jay Reinke']"
275,The Lives of Others,"['Drama', 'Thriller']","['Herbert Knaup', 'Sebastian Koch', 'Bastian Trost', 'Marie Gruber', 'Martin Brambach', 'Ulrich Tukur', 'Matthias Brenner', 'Werner Daehn', 'Volker Michalowski', 'Martina Gedeck', 'Volkmar Kleinert', 'Charly Hübner', 'Hans-Uwe Bauer', 'Thomas Thieme', 'Ulrich Mühe']"
276,Memoria,"['Sci-Fi', 'Drama']","['Daniel Toro', 'Agnes Brekke', 'Juan Pablo Urrego', 'Daniel Giménez Cacho', 'Jeanne Balibar', 'Elkin Díaz', 'Constanza Gutierrez', 'Jerónimo Barón', 'Tilda Swinton']"
